Nmarché;SIRETMandataire;LibelleEntiteMandataire;SIRETAcheteur;LibelleAcheteur;Nature;Objet;CodeCPV;Type ;Procedure;CodePostalCommuneExecution;NomCommuneExecution;CodeINSEEExecution;GranulariteINSEEExecution;MillesimeMandatement;DateNotification;Montant mandate TTC;Montant mandate HT;Montant attribue TTC;Montant attribue HT;Date de cloture;Duree;SIRETContractant;DenominationSociale;Role;CodePostal;Dpt ID ;Département;Commune;Taille;Taille des entreprises par categorie officielle;Code NAF;Libelle NAF;Libelle SBA;Libelle CCI;geolocalisation
2014-90003;;Région Bretagne;;;;Aire de réparation navale avec élévateur - Etude technique et économique;;Services;MAPA - art 28;;;;;2014;2014-06-01;101772;;101772;;;;489626135;INGEROP CONSEIL ET INGENIERIE ICI;Mandataire;35708;35;Ille-et-Vilaine;RENNES;1 000 à 1 999;ETI;7112;ACTIVITÉS SPÉCIALISÉES, SCIENTIFIQUES ET TECHNIQUES;Etudes, conseil;Tertiaire marchand;
2013-90088;;Région Bretagne;;;;Aménagements permettant de sécuriser la traversée de la commune de Josselin par ls usagers de l'Eurovélo n° 1;;Travaux;MAPA - art 28;;;;;2013;2013-04-03;0;;689526;;;;534890298;ARMOR FTS;Sous-traitant;44160;44;Hors Bretagne;PONTCHATEAU;3 à 5 salariés;Microentreprise;4399;CONSTRUCTION;Construction;Construction;47.4265793893, -2.10093858399
2013-90112;;Région Bretagne;;;;Diagnostic et récolement des réseaux EU et EP;;Services;MAPA - art 28;;;;;2013;2013-03-15;0;;24214;;;;351663794;HYDRO SERVICES DE L OUEST;Sous-traitant;29950;29;Finistère;BENODET;50 à 99;PME;3700;"PRODUCTION ET DISTRIBUTION D'EAU ; ASSAINISSEMENT, GESTION DES DÉCHETS ET DÉPOLLUTION";Eau, énergie/ gestion des déchets;Tertiaire marchand;47.9011430985, -4.09292071146
2013-90161;;Région Bretagne;;;;Projet de développement du port de Brest - Marché de maîtrise d'oeuvre terrestre pour l'aménagement du polder 124;;Services;Appel d'offres;;;;;2013;2013-07-05;0;;196027;;;;444523526;ARTELIA VILLE ET TRANSPORT;Co-traitant;38130;38;Hors Bretagne;ECHIROLLES;500 à 999;ETI;7112;ACTIVITÉS SPÉCIALISÉES, SCIENTIFIQUES ET TECHNIQUES;Etudes, conseil;Tertiaire marchand;45.1470306485, 5.71547524245
2013-90193;;Région Bretagne;;;;Bâtiments démontables - QUINTIN;;Fournitures;Appel d'offres;;;;;2013;2013-05-22;0;;295845;;;;341047660;FOISNET FRANCOIS SA MACONNERIE;Sous-traitant;53120;53;Hors Bretagne;GORRON;50 à 99;PME;4399;CONSTRUCTION;Construction;Construction;48.4100282954, -0.83191899819
2013-90202;;Région Bretagne;;;;Mission d'étude permettant de mesurer la dimension psychologique et les points de blocage inhérents à une reprise ou une transmission d'entreprise;;Services;MAPA - art 28;;;;;2013;2013-05-24;41961;;41961;;;;403088495;OPUS 3;Titulaire;75019;75;Hors Bretagne;Non disponible;6 à 9 salariés;Microentreprise;7022;ACTIVITÉS SPÉCIALISÉES, SCIENTIFIQUES ET TECHNIQUES;Etudes, conseil;Tertiaire marchand;48.8868704923, 2.38465309568
2013-90209;;Région Bretagne;;;;Maintenance de la plateforme logicielle de relation client Akio;;Services;MAPA - art 28;;;;;2013;2013-05-28;22843;;22843;;;;421001702;AKIO;Titulaire;75010;75;Hors Bretagne;PARIS 10E ARRONDISSEMENT;50 à 99;PME;5829;INFORMATION ET COMMUNICATION;Information et communication;Tertiaire marchand;48.8759734307, 2.36068494701
2013-90163;;Région Bretagne;;;;Acquisition de système Urbain Autonome;;Fournitures;Appel d'offres;;;;;2013;2013-06-19;132731;;132731;;;;380194019;DISTRAME;Titulaire;10000;10;Hors Bretagne;TROYES;50 à 99;PME;4669;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES";Industries;Industries;48.2968524808, 4.07809709011
2013-90235;;Région Bretagne;;;;Collecte et traitement de déchets d’équipements électriques et électroniques (DEEE) à réaliser dans les lycées bretons;;Services;MAPA - art 28;;;;;2013;2013-07-16;0;;136292;;;;347932188;SA LA MEVENNAISE DE TRANSPORT;Sous-traitant;35290;35;Ille-et-Vilaine;ST MEEN LE GRAND;Non disponible;Non disponible;4941;TRANSPORTS ET ENTREPOSAGE;Transports et entreposage;Tertiaire marchand;48.1587625255, -2.18370093137
2013-90309;;Région Bretagne;;;;Port de Saint-Malo - Réhabilitation des quais en maçonnerie 2ème et 3ème tranches;;Travaux;MAPA - art 28;;;;;2013;2013-07-22;0;;1682602;;;;320116916;ETPO;Co-traitant;44100;44;Hors Bretagne;NANTES;250 à 499;ETI;4213;CONSTRUCTION;Construction;Construction;47.2321830557, -1.54780684906
2013-90312;;Région Bretagne;;;;Développement du port de Brest - Aménagement du polder 124 - Investigations géotechniques complémentaires;;Services;MAPA - art 28;;;;;2013;2013-07-22;0;;59637;;;;412442519;GINGER CEBTP;Titulaire;29200;29;Finistère;BREST;500 à 999;ETI;7112;ACTIVITÉS SPÉCIALISÉES, SCIENTIFIQUES ET TECHNIQUES;Etudes, conseil;Tertiaire marchand;48.3998970513, -4.5026725313
2013-90331;;Région Bretagne;;;;OBJETS PROMOS LOT 3 : ACQUISITION DE 14250 CLES USB 2GO;;Fournitures;MAPA - art 28;;;;;2013;2013-07-22;95781;;95781;;;;322504978;GENICADO OUEST;Titulaire;44240;44;Hors Bretagne;Non disponible;20 à 49;PME;4649;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES";Industries;Industries;47.3309393698, -1.53749152159
2013-90368;;Région Bretagne;;;;ACHAT DE PLACES DE FOOTBALL SAISON 2013/2014;;Services;Achat direct;;;;;2013;2013-09-24;13842;;13842;;;;312236839;EN AVANT DE GUINGAMP;Titulaire;22200;22;Côtes d'Armor;GUINGAMP;20 à 49;PME;9312;ARTS, SPECTACLES ET ACTIVITÉS RÉCRÉATIVES;Arts, spectacles et activités récréatives;Tertiaire non marchand;48.5849264415, -3.14728309077
2013-90375;;Région Bretagne;;;;Travaux d'aménagement divers (I2 ET I4) CT;;Services;MAPA - art 28;;;;;2013;2013-09-27;3060;;3060;;;;401449855;QUALICONSULT;Titulaire;35768;35;Ille-et-Vilaine;SAINT GREGOIRE;500 à 999;ETI;7120;ACTIVITÉS SPÉCIALISÉES, SCIENTIFIQUES ET TECHNIQUES;Etudes, conseil;Tertiaire marchand;
2013-90408;;Région Bretagne;;;;Programme de travaux pour l'accueil de l'espace scientifique et mise en accessibilité et sécurité du bât D, et réfection des réseaux sur le site avec aménagements extérieurs au bât D;;Services;MAPA - art 28;;;;;2013;2013-10-10;0;;47667;;;;440016632;EQUATION E2 C;Sous-traitant;44319;44;Hors Bretagne;NANTES;1 ou 2;Microentreprise;7490;ACTIVITÉS SPÉCIALISÉES, SCIENTIFIQUES ET TECHNIQUES;Etudes, conseil;Tertiaire marchand;
2013-90498;;Région Bretagne;;;;OP130003 Ateliers LYCEE PIERRE GUEGUIN CONCARNEAU;;Fournitures;MAPA - art 28;;;;;2013;2013-09-12;41737;;41737;;;;521079772;SOC NOUV EQUIP BOIS DISTRIBUTION;Titulaire;56890;56;Morbihan;PLESCOP;Non disponible;Non disponible;4662;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES";Industries;Industries;47.7007937591, -2.78248862102
2014-90296;;Région Bretagne;;;;Programme Régional Supérieur 2014 - Lot 5 - NEGOCIATEUR TECHNICO-COMMERCIAL;;Services;MAPA - art 30 - au dessus des seuils;;;;;2014;2014-01-01;0;;6812;;;;321591646;CLPS L ENJEU COMPETENCES;Sous-traitant;35651;35;Ille-et-Vilaine;LE RHEU;250 à 499;ETI;8559;ENSEIGNEMENT;Administration publique/enseignement;Tertiaire non marchand;
2014-90025;;Région Bretagne;;;;Projet de développement du port de Brest - Ingénierie tarifaire sur le Polder;;Services;MAPA - art 28;;;;;2014;2014-01-24;16380;;16380;;;;448683789;ERNST ET YOUNG AVOCAT;Titulaire;92400;92;Hors Bretagne;COURBEVOIE;500 à 999;ETI;6910;ACTIVITÉS SPÉCIALISÉES, SCIENTIFIQUES ET TECHNIQUES;Etudes, conseil;Tertiaire marchand;48.8983884255, 2.25522376319
2014-90062;;Région Bretagne;;;;Contrat d'Accès à la Qualification 2014 - Prestation d'accompagnement individuel;;Services;Marché negocié;;;;;2014;2014-06-02;960;;960;;;;305405045;AFTRAL;Titulaire;75017;75;Hors Bretagne;PARIS 17;Non disponible;Non disponible;8559;ENSEIGNEMENT;Administration publique/enseignement;Tertiaire non marchand;48.8872660268, 2.30686780021
2014-90297;;Région Bretagne;;;;Programme Régional Supérieur 2014 - Lot 6 - TECHNICIEN SUPERIEUR EN INFORMATIQUE;;Services;MAPA - art 30 - au dessus des seuils;;;;;2014;2014-01-01;0;;94737;;;;441550159;DESVAUX DE MARIGNY CHRISTIAN;Sous-traitant;44119;44;Hors Bretagne;TREILLIERES;0;Sans salarié;8559;ENSEIGNEMENT;Administration publique/enseignement;Tertiaire non marchand;47.3409762189, -1.62124994195
2014-90309;;Région Bretagne;;;;PBF 2014 - Lot 4  Formation Qualifiante - Elevage porcin;;Services;MAPA - art 30 - au dessus des seuils;;;;;2014;2014-01-01;0;;76234;;;;307546622;MFREO IREO LESNEVEN;Sous-traitant;29260;29;Finistère;LESNEVEN;50 à 99;PME;8532;ENSEIGNEMENT;Administration publique/enseignement;Tertiaire non marchand;48.561367931, -4.32357383593
2014-90313;;Région Bretagne;;;;PBF 2014 - Lot 10  Formation Qualifiante - Employé de commerce dont option produit frais;;Services;MAPA - art 30 - au dessus des seuils;;;;;2014;2014-01-01;54308;;54308;;;;342031812;SARL ARMOR FORMATION;Titulaire;22204;22;Côtes d'Armor;GUINGAMP CEDEX;10 à 19;PME;8559;ENSEIGNEMENT;Administration publique/enseignement;Tertiaire non marchand;
2014-90005;;Région Bretagne;;;;Port de Lorient - Réhabilitation de la Rive gauche du Scorff - Travaux de Voirie Réseaux Divers - Terrassements, voirie, eaux pluviales, espaces verts et mobilier;;Travaux;MAPA - art 28;;;;;2014;2014-08-01;0;;1321705;;;;417922689;ORTEC GENERALE DE DEPOLLUTION;Sous-traitant;91300;91;Hors Bretagne;MASSY;50 à 99;PME;3900;"PRODUCTION ET DISTRIBUTION D'EAU ; ASSAINISSEMENT, GESTION DES DÉCHETS ET DÉPOLLUTION";Eau, énergie/ gestion des déchets;Tertiaire marchand;48.7275197703, 2.2747102429
2014-90026;;Région Bretagne;;;;"Façonnage d'un document ""Diplome de Compétence Langue""/DBY""";;Services;Appel d'offres;;;;;2014;2014-01-21;1330;;1330;;;;589104686;LE COLIBRI IMPRIMEUR;Titulaire;35510;35;Ille-et-Vilaine;CESSON SEVIGNE;10 à 19;PME;1812;INDUSTRIE MANUFACTURIÈRE;Industries;Industries;48.1206278296, -1.59690492956
2014-90047;;Région Bretagne;;;;Contrat d'Accès à la Qualification 2014 - Prestation d'accompagnement individuel;;Services;Marché negocié;;;;;2014;2014-06-02;79680;;79680;;;;340258144;IBEP DIRECTION REGIONALE;Titulaire;35000;35;Ille-et-Vilaine;RENNES;100 à 199;PME;8559;ENSEIGNEMENT;Administration publique/enseignement;Tertiaire non marchand;48.1116364246, -1.6816378334
2014-90049;;Région Bretagne;;;;Contrat d'Accès à la Qualification 2014 - Prestation d'accompagnement individuel;;Services;Marché negocié;;;;;2014;2014-06-02;0;;12480;;;;321591646;CLPS L ENJEU COMPETENCES;Sous-traitant;35651;35;Ille-et-Vilaine;LE RHEU;250 à 499;ETI;8559;ENSEIGNEMENT;Administration publique/enseignement;Tertiaire non marchand;
2014-90054;;Région Bretagne;;;;Contrat d'Accès à la Qualification 2014 - Prestation d'accompagnement individuel;;Services;Marché negocié;;;;;2014;2014-06-02;5280;;5280;;;;775577950;ASSOCIATION DON BOSCO;Titulaire;29400;29;Finistère;Non disponible;Non disponible;Non disponible;8899;SANTÉ HUMAINE ET ACTION SOCIALE;Santé humaine et action sociale;Tertiaire non marchand;48.4991644596, -4.09313587809
2014-90067;;Région Bretagne;;;;Contrat d'Accès à la Qualification 2014 - Prestation d'accompagnement individuel;;Services;Marché negocié;;;;;2014;2014-06-02;0;;1440;;;;307390708;LOCMINE FORMATION;Sous-traitant;56500;56;Morbihan;MOREAC;10 à 19;PME;8559;ENSEIGNEMENT;Administration publique/enseignement;Tertiaire non marchand;47.9163628401, -2.81404432498
2014-90068;;Région Bretagne;;;;Contrat d'Accès à la Qualification 2014 - Prestation d'accompagnement individuel;;Services;Marché negocié;;;;;2014;2014-06-02;0;;0;;;;493396659;ASSOCIATION GESTION ENSEMBLE CATHOLIQUE JEAN BAPTISTE LE TAILLANDIER;Titulaire;35300;35;Ille-et-Vilaine;FOUGERES;250 à 499;ETI;8559;ENSEIGNEMENT;Administration publique/enseignement;Tertiaire non marchand;48.3524114648, -1.19508479795
2014-90101;;Région Bretagne;;;;IMPRESSION : MAGAZINE BRETAGNE ENSEMBLE N°24;;Services;MAPA - art 28;;;;;2014;2014-02-17;6314;;6314;;;;320281447;MEDIA GRAPHIC IMPRIMERIE;Titulaire;35000;35;Ille-et-Vilaine;RENNES;Non disponible;Non disponible;1812;INDUSTRIE MANUFACTURIÈRE;Industries;Industries;48.1116364246, -1.6816378334
2014-90184;;Région Bretagne;;;;Port de Lorient - Entretien, réparation et remplacement des équipements de quais;;Travaux;MAPA - art 28;;;;;2014;2014-05-15;0;;90437;;;;415091438;BTNR;Sous-traitant;56700;56;Morbihan;BRANDERION;6 à 9 salariés;Microentreprise;4399;CONSTRUCTION;Construction;Construction;47.7669954089, -3.24285688708
2014-90191;;Région Bretagne;;;;Location de bâtiments démontables au lycée Freyssinet à Saint Brieuc;;Fournitures;Appel d'offres;;;;;2014;2014-05-19;0;;109719;;;;341047660;FOISNET FRANCOIS SA MACONNERIE;Sous-traitant;53120;53;Hors Bretagne;GORRON;50 à 99;PME;4399;CONSTRUCTION;Construction;Construction;48.4100282954, -0.83191899819
2014-90201;;Région Bretagne;;;;Location de bâtiments démontables au lycée Bertrand d'Argentré - VITRE;;Fournitures;Appel d'offres;;;;;2014;2014-05-22;0;;80212;;;;341047660;FOISNET FRANCOIS SA MACONNERIE;Sous-traitant;53120;53;Hors Bretagne;GORRON;50 à 99;PME;4399;CONSTRUCTION;Construction;Construction;48.4100282954, -0.83191899819
2014-90330;;Région Bretagne;;;;Diagnostic Tout Corps d'Etat - Infiltrations;;Travaux;MAPA - art 28;;;;;2014;2014-06-26;0;;683;;;;499932473;3D ENERGIE;Sous-traitant;35235;35;Ille-et-Vilaine;THORIGNE FOUILLARD;Non disponible;Non disponible;7120;ACTIVITÉS SPÉCIALISÉES, SCIENTIFIQUES ET TECHNIQUES;Etudes, conseil;Tertiaire marchand;48.1563529935, -1.58358444348
2014-90274;;Région Bretagne;;;;Restructuration lingerie pour formation lingerie collective Assitant Technique en Milieu Familial et Collectif et pour lingerie mutualisée. Plomberie - chauffage - ventilation;;Travaux;MAPA - art 28;;;;;2014;2014-01-07;0;;16176;;;;338284979;MAITRE MASSART OLIVIER;Mandataire;35000;35;Ille-et-Vilaine;RENNES;Non disponible;Non disponible;6910;ACTIVITÉS SPÉCIALISÉES, SCIENTIFIQUES ET TECHNIQUES;Etudes, conseil;Tertiaire marchand;48.1116364246, -1.6816378334
2014-90306;;Région Bretagne;;;;Formation Préparation aux Concours Sanitaire et Social - Cotes d'Armor;;Services;MAPA - art 30 - au dessus des seuils;;;;;2014;2014-07-28;0;;33396;;;;192200582;GRETA DES COTES D ARMOR;Sous-traitant;22000;22;Côtes d'Armor;SAINT  BRIEUC;50 à 99;PME;8559;ENSEIGNEMENT;Administration publique/enseignement;Tertiaire non marchand;48.5146037386, -2.76180979127
2014-90434;;Région Bretagne;;;;Assurance dommages aux biens et risques annexes;;Services;Appel d'offres;;;;;2014;2014-10-31;442159;;442159;;;;301309605;SMACL;Titulaire;79000;79;Hors Bretagne;NIORT;Non disponible;Non disponible;6512;ACTIVITÉS FINANCIÈRES ET D'ASSURANCE;Activités financières et d'assurance;Tertiaire marchand;46.3258954005, -0.471948799186
2014-90542;;Région Bretagne;;;;Evaluation ex-ante des instruments financiers 2014-2020 - lot 1;;Services;MAPA - art 28;;;;;2014;2014-05-11;0;;129960;;;;379566771;KATALYSE;Co-traitant;78000;78;Hors Bretagne;VERSAILLES;Non disponible;Non disponible;7022;ACTIVITÉS SPÉCIALISÉES, SCIENTIFIQUES ET TECHNIQUES;Etudes, conseil;Tertiaire marchand;48.8023412582, 2.11714488156
2014-90452;;Région Bretagne;;;;Evolution et maintien opérationnel de l'infrastructure système de la Région Bretagne;;Fournitures;Appel d'offres;;;;;2014;2014-11-18;213458;;213458;;;;331566430;ECONOCOM PRODUCTS ET SOLUTIONS;Titulaire;91942;91;Hors Bretagne;COURTABOEUF;50 à 99;PME;4651;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES";Industries;Industries;
2014-90482;;Région Bretagne;;;;Acquisition de toupies à positionnement numérique pour divers lycées bretons;;Fournitures;MAPA - art 28;;;;;2014;2015-09-01;0;;0;;;;312109374;LE TINIER MORIN 35;Titulaire;35132;35;Ille-et-Vilaine;VEZIN LE COQUET;100 à 199;PME;4674;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES";Industries;Industries;48.1177261674, -1.74902615874
2014-90112;;Région Bretagne;;;;CONCEPTION CARTE INTERACTIVE APPRENTISSAGE EN BRETAGNE;;Services;MAPA - art 28;;;;;2014;2014-11-03;8076;;8076;;;;451349831;MEMORIS;Titulaire;44300;44;Hors Bretagne;NANTES;20 à 49;PME;6311;INFORMATION ET COMMUNICATION;Information et communication;Tertiaire marchand;47.2321830557, -1.54780684906
2014-90119;;Région Bretagne;;;;Remplacement des deux vannes du Comte à Rennes et réparation du génie civil : Motorisation, électrification, automatisation et télégestion;;Travaux;MAPA - art 28;;;;;2014;2014-03-19;0;;0;;;;329778112;LE DU INDUSTRIE SA;Titulaire;22170;22;Côtes d'Armor;CHATELAUDREN;Non disponible;Non disponible;4321;CONSTRUCTION;Construction;Construction;48.5200598595, -2.97473935214
2014-90320;;Région Bretagne;;;;DTA - DAPP - Lot 1 Cotes d'Armor;;Services;Appel d'offres;;;;;2014;2014-12-05;0;;0;;;;419671425;APAVE NORD OUEST SAS;Titulaire;59000;59;Hors Bretagne;LILLE;Non disponible;Non disponible;7120;ACTIVITÉS SPÉCIALISÉES, SCIENTIFIQUES ET TECHNIQUES;Etudes, conseil;Tertiaire marchand;50.6319195692, 3.04708687186
2014-90233;;Région Bretagne;;;;IMPRESSION de PLAQUETTE DESERTS MEDICAUX;;Services;MAPA - art 28;;;;;2014;2014-03-06;720;;720;;;;320281447;MEDIA GRAPHIC IMPRIMERIE;Titulaire;35000;35;Ille-et-Vilaine;RENNES;Non disponible;Non disponible;1812;INDUSTRIE MANUFACTURIÈRE;Industries;Industries;48.1116364246, -1.6816378334
2014-90324;;Région Bretagne;;;;Travaux de réfection et de mise en sécurité des toitures-terrasses de l'antenne portuaire de Lorient;;Travaux;MAPA - art 28;;;;;2014;2014-07-18;127051;;127051;;;;382303428;SOCIETE D'ETANCHEITE DE L'OUEST;Titulaire;29500;29;Finistère;ERGUE GABERIC;100 à 199;PME;4399;CONSTRUCTION;Construction;Construction;48.0121324679, -4.00796418885
2014-90341;;Région Bretagne;;;;Brest Kérichen Isolation des échangeurs de chaleur du réseau de chauffage urbain –;;Travaux;MAPA - art 28;;;;;2014;2014-07-21;18583;;18583;;;;523259224;DALKIA NORD FINISTERE D N F;Titulaire;29490;29;Finistère;GUIPAVAS;20 à 49;PME;3530;PRODUCTION ET DISTRIBUTION D'ÉLECTRICITÉ, DE GAZ, DE VAPEUR ET D'AIR CONDITIONNÉ;Eau, énergie/ gestion des déchets;Tertiaire marchand;48.4303731707, -4.39660494341
2014-90217;;Région Bretagne;;;;SIGNALETIQUE LOT 6 : ACHAT DE DRAPEAUX BRETONS PAPIER;;Fournitures;MAPA - art 28;;;;;2014;2014-05-20;2880;;2880;;;;729200923;ATELIER LE MEE;Titulaire;35761;35;Ille-et-Vilaine;SAINT GREGOIRE;10 à 19;PME;1392;INDUSTRIE MANUFACTURIÈRE;Industries;Industries;
2014-90256;;Région Bretagne;;;;Remplacement de la laverie et mise en place d'une seconde ligne de self au Lycée Théodore Monod - Le Rheu;;Travaux;MAPA - art 28;;;;;2014;2014-01-07;203068;;203068;;;;398254375;EUROCONFORT JDGIF;Titulaire;35510;35;Ille-et-Vilaine;CESSON SEVIGNE;20 à 49;PME;3320;INDUSTRIE MANUFACTURIÈRE;Industries;Industries;48.1206278296, -1.59690492956
2014-90272;;Région Bretagne;;;;Restructuration de locaux pour formation lingerie collective ATMFC et pour lingerie mutualisée.  Second oeuvre;;Travaux;MAPA - art 28;;;;;2014;2014-01-07;0;;52124;;;;327510889;THEHARD PEINTURE REVETEMENTS;Sous-traitant;35503;35;Ille-et-Vilaine;VITRE;20 à 49;PME;4334;CONSTRUCTION;Construction;Construction;
2014-90268;;Région Bretagne;;;;Programme Régional Supérieur 2014 : Assistant manager tourisme hotellerie restauration;;Services;MAPA - art 30 - au dessus des seuils;;;;;2014;2014-08-07;0;;30987;;;;480889997;EURL AVEL NEGOCIATIONS;Sous-traitant;56400;56;Morbihan;BRECH;Non disponible;Non disponible;6831;ACTIVITÉS IMMOBILIÈRES;Services;Tertiaire marchand;47.6912101066, -2.97204014767
2014-90344;;Région Bretagne;;;;Marché de conception et de mise en oeuvre de tests professionnels pour les métiers de l'accueil;;Services;MAPA - art 30 - en dessous des seuils;;;;;2014;2014-11-07;854;;854;;;;413125337;ACCA;Titulaire;69003;69;Hors Bretagne;LYON 03;50 à 99;PME;8299;ACTIVITÉS DE SERVICES ADMINISTRATIFS ET DE SOUTIEN;Services;Tertiaire marchand;45.7534327031, 4.86924413945
2014-90359;;Région Bretagne;;;;Acquisition d'un progiciel de gestion des commandes, d'affectation et de contrôle des vêtements de travail et Equipement de Protection Individuelle;;Fournitures;MAPA - art 28;;;;;2014;2014-08-19;126608;;126608;;;;380818070;EPSILON INFORMATIQUE;Titulaire;56000;56;Morbihan;VANNES;6 à 9 salariés;Microentreprise;6202;INFORMATION ET COMMUNICATION;Information et communication;Tertiaire marchand;47.6598173381, -2.75698478615
2014-90378;;Région Bretagne;;;;SIGNALETIQUE : RUBAN DE BALISAGE AUX COULEURS DE LA REGION BRETAGNE;;Fournitures;MAPA - art 28;;;;;2014;2014-05-09;0;;0;;;;394238588;MATCH PRODUCTION CREATION SARL;Titulaire;35650;35;Ille-et-Vilaine;LE RHEU CEDEX;10 à 19;PME;1813;INDUSTRIE MANUFACTURIÈRE;Industries;Industries;48.0975609665, -1.78120048308
2014-90396;;Région Bretagne;;;;Port de St Malo - Terminal ferry du Naye - Analyses biosédimentaires;;Services;MAPA - art 28;;;;;2014;2014-09-26;30525;;30525;;;;432415784;SAS IDRA ENVIRONNEMENT;Titulaire;35170;35;Ille-et-Vilaine;BRUZ;20 à 49;PME;7112;ACTIVITÉS SPÉCIALISÉES, SCIENTIFIQUES ET TECHNIQUES;Etudes, conseil;Tertiaire marchand;48.0258206706, -1.74865477283
2014-90438;;Région Bretagne;;;;Assurances bateaux;;Services;Appel d'offres;;;;;2014;2014-10-31;15082;;15082;;;;319642146;CABINET CAP MARINE;Titulaire;76235;76;Hors Bretagne;BOIS GUILLAUME;Non disponible;Non disponible;6622;ACTIVITÉS FINANCIÈRES ET D'ASSURANCE;Activités financières et d'assurance;Tertiaire marchand;
2014-90497;;Région Bretagne;;;;Logiciel Progos : portail Tiers;;Services;Marché negocié;;;;;2014;2014-12-12;2160;;2160;;;;328161245;MGDIS SA;Titulaire;56038;56;Morbihan;VANNES;Non disponible;Non disponible;5829;INFORMATION ET COMMUNICATION;Information et communication;Tertiaire marchand;
